ID_PARCEL;SURF_PARC;CODE_CULTU;CODE_GROUP;TYPE;ID_EXPL;EPAIS;MAXSTORAGE;RU;ARGILE;LIMON;SABLE;CONDHYDRO;FILTSOIL;TYPESOIL;CODE_ASA;ID_CULTU;ID_TYPE;ID_TYPESOI;ID_ASA;ID_FARM;CLASS_CULT
369175;0,1;PRL;18;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;14;4
369100;1,65;BOP;17;0;005-16757;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;146;0;1;0;14;1
369186;0,48;BOP;17;0;005-16757;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;146;0;1;0;14;1
369190;1,0;PTR;19;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;151;0;3;0;14;4
369191;0,61;BOP;17;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;146;0;3;0;14;1
369181;1,19;PTR;19;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;151;0;3;0;2;4
369180;2,4;PTR;19;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;151;0;3;0;2;4
369285;1,07;PTR;19;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;151;0;1;0;14;4
369284;1,11;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369179;1,35;BOP;17;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;146;0;3;0;14;1
369178;0,15;TTH;4;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;35;0;3;0;14;8
369391;1,24;BOP;17;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;146;0;3;0;14;1
369174;0,63;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369390;1,13;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369192;2,86;PRL;18;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;14;4
369374;0,47;TTH;4;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;35;0;3;0;14;8
369373;0,96;BOP;17;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;146;0;3;0;14;1
369289;3,1;PTR;19;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;151;0;1;0;14;4
369288;0,16;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369287;3,05;PTR;19;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;151;0;1;0;14;4
9471232;1,05;BTP;1;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;2;0;3;0;16;6
379142;2,17;EPE;4;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;28;0;1;0;16;8
379156;0,13;SPH;17;0;005-16913;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;147;0;1;0;16;1
379233;2,47;PTR;19;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;151;0;3;0;16;4
379232;0,09;PRL;18;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;150;0;3;0;16;4
369275;3,56;BOP;17;0;005-16757;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;146;0;1;0;14;1
369376;0,96;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369295;0,12;SPH;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;147;0;1;0;14;1
369296;3,77;BOP;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;146;0;1;0;14;1
369370;0,91;PRL;18;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;14;4
369375;0,23;SPH;17;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;147;0;1;0;14;1
379234;0,99;SPH;17;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;147;0;3;0;16;1
379235;0,83;PPR;8;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;64;0;3;0;16;7
379146;0,61;PPH;18;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;149;0;1;0;16;4
417434;0,79;PPH;18;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;149;0;3;0;16;4
377163;0,71;SA6;16;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;130;0;3;0;16;2
9471238;0,13;SPH;17;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;147;0;3;0;16;1
377350;0,28;BTP;1;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;2;0;3;0;16;6
376895;1,14;PRL;18;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;16;4
417441;2,75;BTH;1;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;1;0;3;0;16;8
377355;1,12;PTR;19;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;151;0;3;0;16;4
9471241;0,14;SA6;16;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;130;0;3;0;16;2
417442;0,57;SPH;17;0;005-16913;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;147;0;1;0;16;1
379229;0,19;PTR;19;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;151;0;3;0;16;4
379240;3,72;MLG;16;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;118;0;1;0;16;2
377341;0,18;SPH;17;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;147;0;1;0;16;1
377340;0,74;SA6;16;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;130;0;1;0;16;2
379243;0,84;SA6;16;0;005-16913;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;130;0;1;0;16;2
379151;1,96;TR6;16;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;138;0;3;0;16;2
377427;0,46;SPH;17;0;005-16913;60,4;238,5;60,7;9,6;38,3;52,1;26587,8;1;SABLE;0;147;0;3;0;16;1
433040;0,42;LUZ;16;0;005-16479;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;105;0;1;0;12;2
432383;0,22;LUZ;16;0;005-15698;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;105;0;1;0;4;2
409335;0,24;ORP;3;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;7;0;1;0;6;6
410232;0,74;BTH;1;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;1;0;1;0;6;8
9471605;0,67;BTH;1;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;1;0;1;0;6;8
9471606;0,2;AVP;4;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;9;0;1;0;6;6
9471607;0,95;SPH;17;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;147;0;1;0;6;1
9471608;1,01;AVP;4;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;9;0;1;0;6;6
410224;1,38;BTH;1;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;1;0;1;0;6;8
9471626;0,36;ORP;3;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;7;0;1;0;6;6
9471627;1,37;BTH;1;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;1;0;1;0;6;8
371376;0,22;PRL;18;0;005-15733;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;5;4
376470;0,12;SPH;17;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;147;0;3;0;2;1
376471;0,34;PRL;18;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;2;4
9472498;1,01;PRL;18;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;6;4
376462;1,09;VRG;20;0;005-16479;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;173;0;1;0;12;5
376565;1,93;LUZ;16;0;005-16479;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;105;0;1;0;12;2
376558;0,45;LU6;16;0;005-16269;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;103;0;1;0;9;2
9472584;0,72;ORH;3;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;6;0;1;0;14;8
376542;0,16;PRL;18;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;2;4
376545;1,51;BTP;1;0;005-16479;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;2;0;1;0;12;6
376474;2,39;LU6;16;0;005-15476;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;103;0;1;0;2;2
376559;0,59;PRL;18;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;14;4
376480;0,49;PRL;18;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;2;4
376647;0,31;SPH;17;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;147;0;3;0;14;1
376567;0,27;SPH;17;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;147;0;3;0;2;1
376566;6,89;SPH;17;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;147;0;3;0;14;1
9472695;0,73;PRL;18;0;005-15476;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;2;4
9472698;0,23;PRL;18;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;6;4
376637;3,8;LU5;16;0;005-15476;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;102;0;1;0;2;2
376638;0,91;SPH;17;0;005-15476;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;147;0;1;0;2;1
376543;1,56;ORH;3;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;6;0;3;0;14;8
376643;0,54;PRL;18;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;14;4
376644;0,08;PRL;18;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;14;4
376541;1,1;PRL;18;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;6;4
9472703;0,56;PRL;18;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;150;0;1;0;6;4
376551;0,53;PRL;18;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;2;4
376548;0,98;PRL;18;0;005-16757;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;14;4
376469;0,5;PRL;18;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;2;4
376547;1,19;ORH;3;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;6;0;1;0;14;8
376459;0,04;PRL;18;0;005-15476;84,9;359,3;86,2;20,9;32,3;46,9;37823,6;1;SABLE;0;150;0;3;0;2;4
404031;1,06;MLG;16;0;005-16502;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;118;0;1;0;13;2
410626;2,3;BTH;1;0;005-15365;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;1;0;1;0;1;8
9474717;0,1;SNE;28;0;005-16757;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;305;0;1;0;14;7
435456;11,97;SNE;28;0;005-15820;36,0;154,0;41,7;25,3;39,8;34,9;14860,7;0;LIMON;0;305;0;1;0;6;7
410037;0,29;SNE;28;0;005-16502;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;305;0;1;0;13;7
9475054;0,26;BTA;28;0;005-15820;114,8;576,9;168,0;31,2;53,1;15,7;6253,6;0;LIMON;0;290;0;1;0;6;7
